Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
vehicleHindchassis,items,Part,,,Hind Chassis,
vehicleHindchassisDesc,items,Part,,,Parts needed to craft the Hind.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workbench[-],
vehicleHindaccessories,items,Part,,,Hind Accessories,
vehicleHindaccessoriesDesc,items,Part,,,Parts needed to craft the Hind.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workbench[-],
vehicleHind,vehicles,vehicle,,,Hind Helicopter,
vehicleHindPlaceable,items,Item,,,Hind Helicopter,
vehicleHindPlaceableDesc,vehicles,Item,,,Up Up and Away!!,
vehicleJetSki,vehicles,vehicle,,,Jetski,
vehicleJetSkiPlaceable,items,Item,,,Jetski,
vehicleJetSkiPlaceableDesc,vehicles,Item,,,Need for speed travel?,
vehicleFanBoat,vehicles,vehicle,,,Fan Boat,
vehicleFanBoatPlaceable,items,Item,,,Fan Boat,
vehicleFanBoatPlaceableDesc,items,Item,,,So you think you are safe in the water! Think again!,
FanBoatPropellerAssy,items,Item,,,Fan Boat Propeller,
FanBoatCabinAssy,items,Item,,,Fan Boat Cabin,
vehicleFanBoatHull,items,Item,,,Fan Boat Hull,
FanBoatCabinAssyDesc,items,Item,,,A part for crafting a Boat Cabin vehicle.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-],
vehicleFanBoatAccessories,items,Part,,,Fan Boat Accessories,
TFPRaft,vehicles,vehicle,,,Raft,
TFPRaftPlaceable,items,Item,,,Raft,
TFPRaftPlaceableDesc,items,Item,,,A raft for sailing the seas of the seven days of hell.,
vehicleRaftFrame,items,Item,,,Raft Frame,
vehicleRaftSail,items,Item,,,Raft Sail,
vehicleRaftPartsDesc,items,Item,,,A part for crafting a raft.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-],
vehicleDinghyFrame,items,Item,,,Dinghy Frame,
vehicleDinghyAccessories,items,Item,,,Dinghy Accessories,
vehicleDinghyPartsDesc,items,Item,,,A part for crafting a dinghy.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-],
vehicleFlatBoatFrame,items,Item,,,Flat Boat Frame,
vehicleFlatBoatAccessories,items,Item,,,Flat Boat Accessories,
vehicleFlatBoatPartsDesc,items,Item,,,A part for crafting a flat boat.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-],
vehicleJetSkiFrame,items,Item,,,Jetski Frame,
vehicleJetSkiAccessories,items,Item,,,Jetski Accessories,
vehicleJetSkiPartsDesc,items,Item,,,A part for crafting a jetski.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-],
apparelShadesDesc,items,Item,,,Sunglasses make you look cool and boost your run speed.,
apparelToughGuySunglassesDesc,items,Item,,,Look like a badass action hero in these cool tough guy sunglasses and boost your melee weapon speed!.,
apparelSkiGogglesDesc,items,Item,,,Ski Goggles pimp your look and boost your swimming speed.,
apparelNerdGlassesDesc,items,Item,,,"Wearing these nerdy looking glasses might not help your sex appeal but you can use melee tools faster, craft faster and gain more experience!.",
foodShamChowderDesc,items,Item,,,Sham Chowder makes you grow chest hair!,
toolPartsTungsten,items,Item,,,Tungsten Tool Parts,
toolPartsAdvancedMotor,items,Item,,,Advanced Motor Tool Parts,
meleeWpnTungstenSledgehammerParts,items,Item,,,Tungsten Sledgehammer Parts,
meleeWpnTungstenClubParts,items,Item,,,Tungsten Club Parts,
meleeWpnTungstenSpearParts,items,Item,,,Tungsten Spear Parts,
meleeWpnTungstenMacheteParts,items,Item,,,Tungsten Machete Parts,
meleeWpnTungstenBatonParts,items,Item,,,Tungsten Baton Parts,
wotwHandgunPartBarrel,items,Item,,,Handgun Barrel,
wotwHandgunPartGrip,items,Item,,,Handgun Grip,
wotwHandgunPartReceiver,items,Item,,,Handgun Receiver,
wotwHandgunPartsDesc,items,Item,,,"A part used for crafting a handgun.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwRiflePartBarrel,items,Item,,,Rifle Barrel,
wotwRiflePartBolt,items,Item,,,Rifle Bolt,
wotwRiflePartStock,items,Item,,,Rifle Stock,
wotwRiflePartsDesc,items,Item,,,"A part used for crafting a rifle.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwShotgunPartBarrel,items,Item,,,Shotgun Barrel,
wotwShotgunPartReceiver,items,Item,,,Shotgun Receiver,
wotwShotgunPartStock,items,Item,,,Shotgun Stock,
wotwShotgunPartsDesc,items,Item,,,"A part used for crafting a shotgun.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwMachineGunPartBarrel,items,Item,,,Machine Gun Barrel,
wotwMachineGunPartReceiver,items,Item,,,Machine Gun Receiver,
wotwMachineGunPartStock,items,Item,,,Machine Gun Stock,
wotwMachineGunPartsDesc,items,Item,,,"A part used for crafting a machine gun.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwRocketLauncherPartBarrel,items,Item,,,Rocket Launcher Barrel,
wotwRocketLauncherPartReceiver,items,Item,,,Rocket Launcher Receiver,
wotwRocketLauncherPartStock,items,Item,,,Rocket Launcher Stock,
wotwRocketLauncherPartsDesc,items,Item,,,"A part used for crafting a rocket launcher.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwBowPartBody,items,Item,,,Bow Body,
wotwBowPartGrip,items,Item,,,Bow Grip,
wotwBowPartString,items,Item,,,Bow String,
wotwBowPartsDesc,item,Item,,,"A part used for crafting a bow or a crossbow.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwClubPartBody,items,Item,,,Club Body,
wotwClubPartBodyDesc,items,Item,,,"A part used for crafting a club or bat.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwBladePartFrame,items,Item,,,Blade Frame,
wotwBladePartFrameDesc,items,Item,,,"A part used for crafting a knife or machete.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
meleeWpnBladeT3MacheteParts,items,Item,,,Blade Parts,
wotwSledgePartHead,items,Item,,,Sledgehammer Head,
wotwSledgePartHeadDesc,items,Item,,,"A part used for crafting a sledgehammer.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
meleeWpnSledgeT3SteelSledgehammerParts,items,Item,,,Sledgehammer Parts,
wotwSpearPartHead,items,Item,,,Spear Head,
wotwSpearPartHeadDesc,items,Item,,,"A part used for crafting a spear.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
meleeWpnSpearT3SteelSpearParts,items,Item,,,Spear Parts,
wotwResourceWeaponCraftingKit,items,Item,,,Weapon Crafting Kit,
wotwResourceWeaponCraftingKitDesc,items,Item,,,"This is required for crafting weapons.  The higher the tier of the weapon the more kits you will need to craft the weapon.\n\n[AB8E3D]Crafted:[-] [02B002]Weapon Workstation[-]",
wotwResourceToolCraftingKit,items,Item,,,Tool Crafting Kit,
wotwResourceToolCraftingKitDesc,items,Item,,,"This is required for crafting tools.  The higher the tier of the tool the more kits you will need to craft the tool.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwNailgunPartFrame,items,Item,,,Nailgun Frame,
wotwNailgunPartParts,items,Item,,,Nailgun Parts,
wotwNailgunPartReceiver,items,Item,,,Nailgun Receiver,
wotwNailgunPartBattery,items,Item,,,Nailgun Battery,
wotwNailgunPartsDesc,items,Item,,,"A part used for crafting a nailgun.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwPickPartHead,items,Item,,,Pickaxe Head,
wotwPickPartHeadDesc,items,Item,,,"A part used for crafting a pickaxe.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
meleeToolAllSteelParts,items,Item,,,Tool Parts,
wotwAxePartHead,items,Item,,,Axe Head,
wotwAxePartHeadDesc,items,Item,,,"A part used for crafting a axe.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwShovelPartHead,items,Item,,,Shovel Head,
wotwShovelPartHeadDesc,items,Item,,,"A part used for crafting a shovel.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwHoePartHead,items,Item,,,Hoe Head,
wotwHoePartHeadDesc,items,Item,,,"A part used for crafting a hoe.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwAugerPartBlade,items,Item,,,Auger Blade,
wotwAugerPartParts,items,Item,,,Auger Parts,
wotwAugerPartsDesc,items,Item,,,"A part used for crafting a auger.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwChainsawPartBlade,items,Item,,,Chainsaw Blade,
wotwChainsawPartParts,items,Item,,,Chainsaw Parts,
wotwChainsawPartsDesc,items,Item,,,"A part used for crafting a chainsaw.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
wotwCasinoGameToken,items,Item,,,Casino Game Token,
wotwCasinoGameTokenDesc,items,Item,,,Use this at a slot machine.  Equip it and use the secondary action key.,
casinoCoinBundle,items,Item,,,Casino Game Bundle,
casinoCoinBundleDesc,items,Item,,,Your winnings from using a slot machine.  Open it to find out how much you won.,
gunPartsGroupDesc,items,Gun,,,"Scrap advanced armor, tools and weapons to acquire these items. Use them to craft new items.\n\n[AB8E3D]Crafted:[-] [02B002]Tool Workstation[-]",
drinkJarEmptyDesc,items,Food,,,An empty glass jar can be filled at water sources using the secondary action or used in other recipes.\n\n[AB8E3D]Crafted:[-] [02B002]Stone Forge[-],
resourceCementDesc,items,Item,,,Cement is used to craft concrete mix. This requires a cement mixer.\n\n[AB8E3D]Crafted:[-] [02B002]Stone Forge[-],
ammoDartIronDesc,items,Ammo,,,Used as ammunition for traps.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceArrowHeadIronDesc,items,Item,,,An iron broadhead tip used to craft iron arrows and bolts.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceArrowHeadSteelAPDesc,items,Item,,,A bodkin arrowhead made from steel. Used to craft armor-piercing arrows and bolts.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceBuckshotDesc,items,Ammo,,,Buckshot used to make shotgun ammo. Can be crafted at a forge with clay and lead.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceBulletCasingDesc,items,Item,,,Bullet casings can be crafted at the forge and are used to craft firearm ammunition.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceBulletTipDesc,items,Item,,,Bullet tips can be crafted at the forge and are used to craft firearm ammunition.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceRocketCasingDesc,items,Item,,,A rocket casing is used to make ammo for the rocket launcher.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
resourceRocketTipDesc,items,Item,,,A rocket tip is used to make ammo for the rocket launcher.\n\n[AB8E3D]Crafted:[-] [02B002]Ammo Forge[-],
drinkCanEmptyDesc,items,Food,,,An empty can which you can scrap or use in crafting.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-],
resourceForgedIronDesc,items,Item,,,"Can be crafted at the forge and be used to craft, repair and upgrade a variety of things.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-]",
resourceForgedSteelDesc,items,Item,,,Can be crafted at the forge after installing a crucible upgrade. Steel is used to make some of the strongest items.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-],
resourceMetalPipeDesc,items,Item,,,A rather ordinary short iron pipe. Can be used in a variety of recipes.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-],
resourceNailDesc,items,Item,,,"Nails are used to build furniture, large storage crates and as ammo for the nail gun.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-]",
toolAnvilDesc,items,Item,,,A tool that can be installed in a forge. It increases the crafting speed of that forge.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-],
toolCookingGrillDesc,items,Item,,,A cooking utensil used in the campfire to unlock recipes.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-],
toolCookingPotDesc,items,Item,,,A cooking utensil used in the campfire to unlock recipes.\n\nGreatly speeds up cooking Bottled Murky Water.\n\n[AB8E3D]Crafted:[-] [02B002]Forge or Tungsten Forge[-],
foodCornMealDesc,items,Food,,,Cornmeal is used in several recipes at the campfire but you can just eat it.\n\n[AB8E3D]Crafted:[-] [02B002]Mortar & Pestle[-],
wotwLegacyLockpickEnable,items,Item,,,Vanilla Lockpick (Enable),
wotwLegacyLockpickEnableDesc,items,Item,,,Use this item to re-enable vanilla lockpicking (With a timer).,
wotwLegacyLockpickDisable,items,Item,,,Vanilla Lockpick (Disable),
wotwLegacyLockpickDisableDesc,items,Item,,,Use this item to re-enable the lockpicking minigame.,
wotwQuestItemT2TraderCarePackage,items,Item,,,Trader Care Package (T2),
wotwQuestItemT2TraderCarePackageDesc,items,Item,,,A trader care package.  Return to trader for a reward.,
vehiclePlaceableBicycleDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\nRequires a workbench to craft parts. Looted parts can be assembled without a workbench.\n\n[AB8E3D]Storage:[-] [3D5AAB]10x2 (20 Slot)[-]\n[AB8E3D]Speed:[-] [3D5AAB]8m/s[-]",
vechicleMinibikePartsDesc,vehicles,Item,,,"A part used for crafting a minibike.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleMinibikePlaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x3 (30 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]10m/s[-]",
vehicleSHERPchassisDesc,vehicles,Item,,,"A part used for crafting a SHERP.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleSHERPaccessoriesDesc,vehicles,Item,,,"A part used for crafting a SHERP.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleSHERPplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x4 (40 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]10m/s[-]",
vehicleMotorcyclePartsDesc,vehicles,Item,,,"A part used for crafting a Motorcycle.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleMotorcyclePlaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x5 (50 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]14m/s[-]",
vehicleCruiserchassisDesc,vehicles,Item,,,"A part used for crafting a Cruiser.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleCruiserbarsDesc,vehicles,Item,,,"A part used for crafting a Cruiser.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleCruiserplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x5 (50 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]14m/s[-]",
vehicleGolfCartchassisDesc,vehicles,Item,,,"A part used for crafting a Golf Cart.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleGolfCartaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Golf Cart.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleGolfCartplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x5 (50 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]14m/s[-]",
vehicleTruck4x4PartsDesc,vehicles,Item,,,"A part used for crafting a 4x4.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleTruck4x4PlaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x6 (60 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]14m/s[-]",
vehicleWorkTruckchassisDesc,vehicles,Item,,,"A part used for crafting a Work Truck.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleWorkTruckaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Work Truck.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleWorkTruckplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x6 (60 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]14m/s[-]",
vehicleRatChassisDesc,vehicles,Item,,,"A part used for crafting a Rat.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleRatbarsDesc,vehicles,Item,,,"A part used for crafting a Rat.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleRatplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]10x6 (60 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]14m/s[-]",
vehicleGyroCopterPartsDesc,vehicles,Item,,,"A part used for crafting a Gyrocopter.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]",
vehicleGyrocopterPlaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Workbench[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x6 (72 Slots)[-]\n[AB8E3D]Fuel:[-] [00FFFF]Kerosene[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleUAZ452chassisDesc,vehicles,Item,,,"A part used for crafting a UAZ-452.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleUAZaccessoriesDesc,vehicles,Item,,,"A part used for crafting a UAZ-452.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleUAZ452placeableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x6 (72 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]16m/s[-]",
vehicleJunkerChassisDesc,vehicles,Item,,,"A part used for crafting a Junker.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleJunkerbarsDesc,vehicles,Item,,,"A part used for crafting a Junker.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleJunkerplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x6 (72 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]16m/s[-]",
vehicleMRAPpartsDesc,vehicles,Item,,,"A part used for crafting a MRAP.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleMRAPaccessoriesDesc,vehicles,Item,,,"A part used for crafting a MRAP.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleMRAPplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x7 (84 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleHumveechassisDesc,vehicles,Item,,,"A part used for crafting a Humvee.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleHumveebodyDesc,vehicles,Item,,,"A part used for crafting a Humvee.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleHumveeplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x7 (84 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleBoxTruckchassisDesc,vehicles,Item,,,"A part used for crafting a Box Truck.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleBoxTruckbodyDesc,vehicles,Item,,,"A part used for crafting a Box Truck.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleBoxTruckPlainplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x8 (96 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleBoxTruckHostessplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x8 (96 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleOldSemichassisDesc,vehicles,Item,,,"A part used for crafting a Old Semi.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleOldSemibodyDesc,vehicles,Item,,,"A part used for crafting a Old Semi.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleOldSemiplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x8 (96 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleLMTVchassisDesc,vehicles,Item,,,"A part used for crafting a LMTV.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleLMTVbodyDesc,vehicles,Item,,,"A part used for crafting a LMTV.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleLMTVplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x8 (96 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]15m/s[-]",
vehicleGNXchassisDesc,vehicles,Item,,,"A part used for crafting a GNX.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleGNXaccessoriesDesc,vehicles,Item,,,"A part used for crafting a GNX.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleGNXBlackplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x9 (108 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]18m/s[-]",
vehicleNovachassisDesc,vehicles,Item,,,"A part used for crafting a Nova.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleNovaaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Nova.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleNovaplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x9 (108 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]18m/s[-]",
vehicleDirtBikeChassisDesc,vehicles,Item,,,"A part used for crafting a Dirt Bike.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleDirtBikePartsDesc,vehicles,Item,,,"A part used for crafting a Dirt Bike.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleDirtBikeplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x10 (120 Slots)[-]\n[AB8E3D]Fuel:[-] [B30000]Gasoline[-]\n[AB8E3D]Speed:[-] [02B002]18m/s[-]",
vehicleDusterchassisDesc,vehicles,Item,,,"A part used for crafting a Duster.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleDusteraccessoriesDesc,vehicles,Item,,,"A part used for crafting a Duster.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleDusterplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x10 (120 Slots)[-]\n[AB8E3D]Fuel:[-] [00FFFF]Kerosene[-]\n[AB8E3D]Speed:[-] [02B002]21m/s[-]",
vehiclePickupchassisDesc,vehicles,Item,,,"A part used for crafting a Pickup.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehiclePickupaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Pickup.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehiclePickupplaceableDesc,vehicles,Item,,,"This vehicle can be placed into the world like a block using the secondary action.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]\n[AB8E3D]Storage:[-] [A3B3DE]12x11 (132 Slots)[-]\n[AB8E3D]Fuel:[-] [FFFF00]Diesel[-]\n[AB8E3D]Speed:[-] [02B002]18m/s[-]",
vehicleStallionchassisDesc,vehicles,Item,,,"A part used for crafting a Stallion.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
vehicleStallionaccessoriesDesc,vehicles,Item,,,"A part used for crafting a Stallion.\n\n[AB8E3D]Crafted:[-] [02B002]Mechanic Workstation[-]",
